emoji,unicode_name,group,graha,element,layer,nakshatra,varna,rasa,dosha,vastu_zone,confidence,method,attestation,attestation_status
🇨🇰,flag Cook Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇱,flag Chile,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇲,flag Cameroon,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇳,flag China,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇴,flag Colombia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇵,flag Clipperton Island,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇶,flag Sark,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇷,flag Costa Rica,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇺,flag Cuba,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇻,flag Cape Verde,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇼,flag Curaçao,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇽,flag Christmas Island,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇾,flag Cyprus,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇿,flag Czechia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇩🇪,flag Germany,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇩🇬,flag Diego Garcia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇩🇯,flag Djibouti,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇩🇰,flag Denmark,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇩🇲,flag Dominica,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇩🇴,flag Dominican Republic,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇩🇿,flag Algeria,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇪🇦,flag Ceuta & Melilla,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇪🇨,flag Ecuador,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇪🇪,flag Estonia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇪🇬,flag Egypt,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇪🇭,flag Western Sahara,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇪🇷,flag Eritrea,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇪🇸,flag Spain,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇪🇹,flag Ethiopia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇪🇺,flag European Union,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇫🇮,flag Finland,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇫🇯,flag Fiji,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇫🇰,flag Falkland Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇫🇲,flag Micronesia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇫🇴,flag Faroe Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇫🇷,flag France,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇦,flag Gabon,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇧,flag United Kingdom,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇩,flag Grenada,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇪,flag Georgia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇫,flag French Guiana,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇬,flag Guernsey,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇭,flag Ghana,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇮,flag Gibraltar,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇱,flag Greenland,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇲,flag Gambia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇳,flag Guinea,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇵,flag Guadeloupe,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇶,flag Equatorial Guinea,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇷,flag Greece,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇸,flag South Georgia & South Sandwich Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇹,flag Guatemala,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇺,flag Guam,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇼,flag Guinea-Bissau,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇬🇾,flag Guyana,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇭🇰,flag Hong Kong SAR China,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇭🇲,flag Heard & McDonald Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇭🇳,flag Honduras,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇭🇷,flag Croatia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇭🇹,flag Haiti,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇭🇺,flag Hungary,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇨,flag Canary Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇩,flag Indonesia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇪,flag Ireland,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇱,flag Israel,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇲,flag Isle of Man,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇳,flag India,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇴,flag British Indian Ocean Territory,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇶,flag Iraq,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇷,flag Iran,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇸,flag Iceland,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇮🇹,flag Italy,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇯🇪,flag Jersey,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇯🇲,flag Jamaica,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇯🇴,flag Jordan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇯🇵,flag Japan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇪,flag Kenya,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇬,flag Kyrgyzstan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇭,flag Cambodia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇮,flag Kiribati,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇲,flag Comoros,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇳,flag St. Kitts & Nevis,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇵,flag North Korea,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇷,flag South Korea,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇼,flag Kuwait,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇾,flag Cayman Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇰🇿,flag Kazakhstan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇦,flag Laos,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇧,flag Lebanon,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇨,flag St. Lucia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇮,flag Liechtenstein,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇰,flag Sri Lanka,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇷,flag Liberia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇸,flag Lesotho,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇹,flag Lithuania,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇺,flag Luxembourg,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇻,flag Latvia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇱🇾,flag Libya,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇦,flag Morocco,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇨,flag Monaco,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇩,flag Moldova,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇪,flag Montenegro,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇫,flag St. Martin,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇬,flag Madagascar,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇭,flag Marshall Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇰,flag North Macedonia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇱,flag Mali,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇲,flag Myanmar (Burma),Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇳,flag Mongolia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇴,flag Macao SAR China,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇵,flag Northern Mariana Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇶,flag Martinique,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇷,flag Mauritania,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇸,flag Montserrat,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇹,flag Malta,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇺,flag Mauritius,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇻,flag Maldives,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇼,flag Malawi,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇽,flag Mexico,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇾,flag Malaysia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇲🇿,flag Mozambique,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇦,flag Namibia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇨,flag New Caledonia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇪,flag Niger,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇫,flag Norfolk Island,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇬,flag Nigeria,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇮,flag Nicaragua,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇱,flag Netherlands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇴,flag Norway,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇵,flag Nepal,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇷,flag Nauru,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇺,flag Niue,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇳🇿,flag New Zealand,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇴🇲,flag Oman,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇦,flag Panama,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇪,flag Peru,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇫,flag French Polynesia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇬,flag Papua New Guinea,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇭,flag Philippines,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇰,flag Pakistan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇱,flag Poland,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇲,flag St. Pierre & Miquelon,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇳,flag Pitcairn Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇷,flag Puerto Rico,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇸,flag Palestinian Territories,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇹,flag Portugal,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇼,flag Palau,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇵🇾,flag Paraguay,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇶🇦,flag Qatar,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇷🇪,flag Réunion,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇷🇴,flag Romania,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇷🇸,flag Serbia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇷🇺,flag Russia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇷🇼,flag Rwanda,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇦,flag Saudi Arabia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇧,flag Solomon Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇨,flag Seychelles,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇩,flag Sudan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇪,flag Sweden,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇬,flag Singapore,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇭,flag St. Helena,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇮,flag Slovenia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇯,flag Svalbard & Jan Mayen,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇰,flag Slovakia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇱,flag Sierra Leone,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇲,flag San Marino,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇳,flag Senegal,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇴,flag Somalia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇷,flag Suriname,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇸,flag South Sudan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇹,flag São Tomé & Príncipe,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇻,flag El Salvador,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇽,flag Sint Maarten,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇾,flag Syria,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇸🇿,flag Eswatini,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇦,flag Tristan da Cunha,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇨,flag Turks & Caicos Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇩,flag Chad,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇫,flag French Southern Territories,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇬,flag Togo,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇭,flag Thailand,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇯,flag Tajikistan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇰,flag Tokelau,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇱,flag Timor-Leste,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇲,flag Turkmenistan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇳,flag Tunisia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇴,flag Tonga,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇷,flag Türkiye,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇹,flag Trinidad & Tobago,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇻,flag Tuvalu,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇼,flag Taiwan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇹🇿,flag Tanzania,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇺🇦,flag Ukraine,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇺🇬,flag Uganda,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇺🇲,flag U.S. Outlying Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
