latin_name,common_name,family,habit,mature_height_m,canopy_spread_m,hardiness_zone_min,hardiness_zone_max,layer,succession_role,root_architecture,water_relationship,nitrogen_fixer,guild_function_primary,allelopathic,fodder_cattle,fodder_sheep,fodder_goat,fodder_pig,fodder_chicken,fodder_duck,edibility_rating,medicinal_rating,other_uses_rating,soil,shade,moisture,range,found_in,known_hazards,summary,attestation,source
Sporobolus asperifolius,,Poaceae or Gramineae,Perennial,0.3,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,0,0,LM,N,D,"Western and central N. America - Saskatchewan to British Columbia, south to Missouri and Mexico.",,None known,,OBSERVED:PFAF,pfaf.org database
Sporobolus contractus,Spike Dropseed,Poaceae or Gramineae,Perennial,0.8,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,0,1,LM,N,M,South-western N. America - Michigan to Washington and southwards.,,None known,,OBSERVED:PFAF,pfaf.org database
Sporobolus cryptandrus,Sand Dropseed,Poaceae or Gramineae,Perennial,1.0,,4,8,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,0,1,LM,N,DM,"Eastern N. America - Massachusetts to Montana, Pennsylvania and Mexico.",,None known,,OBSERVED:PFAF,pfaf.org database
Sporobolus flexuosus,Mesa Dropseed,Poaceae or Gramineae,Perennial,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,0,0,LM,N,DM,"South-western N. America - Texas to Utah, Nevada, California and Mexico.",,None known,,OBSERVED:PFAF,pfaf.org database
Sporobolus giganteus,Giant Dropseed,Poaceae or Gramineae,Perennial,2.0,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LM,N,DM,"Southern N. America - Oklahoma and Colorado to Texas, New Mexico, Arizona and Mexico.",,None known,,OBSERVED:PFAF,pfaf.org database
Stachys bullata,California Hedgenettle,Lamiaceae or Labiatae,Perennial,0.9,,4,8,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,South-western N. America - California.,,None known,,OBSERVED:PFAF,pfaf.org database
Stachys hyssopifolia,hyssopleaf hedgenettle,Lamiaceae or Labiatae,Perennial,0.6,,4,8,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,2,0,0,LMH,SN,M,"Eastern N. America - Massachusetts to Georgia, Florida, Indiana, Michigan and Virginia.",,None known,,OBSERVED:PFAF,pfaf.org database
Stachys hyssopifolia ambigua,hyssopleaf hedgenettle,Lamiaceae or Labiatae,Perennial,0.8,,4,8,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,1,0,LMH,SN,M,"E. Asia - Japan. Eastern N. America - Pennsylvania to Illinois, south to Florida.",,None known,,OBSERVED:PFAF,pfaf.org database
Stanleya albescens,White Prince's Plume,Brassicaceae or Cruciferae,Perennial,,,6,9,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LM,N,DM,South-western N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Stanleya elata,Panamint princesplume,Brassicaceae or Cruciferae,Perennial,1.5,,6,9,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LM,N,DM,South-western N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Stanleya pinnata,"Prince's Plume, Desert princesplume, Bipinnate princesplume, Golden princesplume, Inyo princesplume",Brassicaceae or Cruciferae,Perennial,1.0,,6,9,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,2,2,0,LM,N,DM,South-western N. America - California.,,None known,,OBSERVED:PFAF,pfaf.org database
Stanleya wrightii,,Brassicaceae or Cruciferae,Perennial,,,6,9,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,1,LM,N,DM,South-western N. America.,,None known,Update: Stanleya wrightii is not in The International Plant Names Index (IPNI),OBSERVED:PFAF,pfaf.org database
Staphylea trifolia,American Bladder Nut,Staphyleaceae,Shrub,4.0,,4,8,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,3,1,2,LMH,SN,M,"Eastern N. America - Quebec to Georgia, west to Kansas and Nebraska.","Australia, Canada, North America, USA,",None known,,OBSERVED:PFAF,pfaf.org database
Stellaria alsine,"Bog Stitchwort, Bog chickweed",Caryophyllaceae,Perennial,0.3,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,2,0,LMH,SN,M,"Most of Europe, including Britain, to temperate Asia and N. America.",,"Although no mention has been seen for this species, the leaves of some members of this genus contain saponins. Although toxic, these substances are very poorly absorbed by the body and so tend to pass through without causing harm. They are also broken down by thorough cooking. Saponins are found in ",,OBSERVED:PFAF,pfaf.org database
Stellaria jamesiana,tuber starwort,Caryophyllaceae,Perennial,0.5,,4,9,groundcover,mid_successional,tuber,mesic,no,support,no,no,no,no,no,no,no,3,0,0,LMH,SN,M,Western N. America.,,"Although no mention has been seen for this species, the leaves of some members of this genus contain saponins. Although toxic, these substances are very poorly absorbed by the body and so tend to pass through without causing harm. They are also broken down by thorough cooking. Saponins are found in ",,OBSERVED:PFAF,pfaf.org database
Stenocereus griseus,"Cactaceae. Pitaya, Organpipe cactus",Cactaceae,Tree,7.0,,10,12,understory,early_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,3,0,2,LM,N,D,"Northern S. America - Colombia, Venezuela to Trinidad and Tobago in the Caribbean.","Central America, Colombia, Mexico, North America, South America, Trinidad and Tobago, Venezuela",None known,,OBSERVED:PFAF,pfaf.org database
Stenocereus stellatus,"Joconostle cactus, Baja organ pipe cactus",Cactaceae,Shrub,2.0,,9,11,shrub,early_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,3,0,2,LM,SN,DM,Central America to southern N. America - southern Mexico.,"Asia, Australia, Central America, Indonesia, Mexico*, North America, SE Asia",None known,,OBSERVED:PFAF,pfaf.org database
Stenotaphrum secundatum,"Buffalo Grass, St. Augustine Grass, St. Augustinegrass",Poaceae,Perennial,0.2,,7,12,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,groundcover,no,no,no,no,no,no,no,0,0,4,LMH,FSN,DMWe,S. America - Colombia; C. America - Honduras; Caribbean; southern N. America; tropical W. Africa.,"Africa, East Africa, Mozambique, North America, Sierra Leone, South Africa, Southern Africa, USA, West Africa.",None known,"Stenotaphrum secundatum, otherwise known as Buffalo Grass or St. Augustine?s Grass, is an evergreen, perennial grass that forms a thick sod. It is characterized by its dark green, broad, and flat blades. It is moderately tolerant to drought and can withstand flooding and waterlogged conditions. It i",OBSERVED:PFAF,pfaf.org database
Stephanomeria spinosa,Thorn Skeletonweed,Asteraceae or Compositae,Perennial,,,,,groundcover,early_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,2,0,LMH,SN,M,Western N. America,,None known,,OBSERVED:PFAF,pfaf.org database
Stillingia sylvatica,Queen's Delight,Euphorbiaceae,Perennial,1.0,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,N. America,,The latex in the sap can cause blistering on the skin[274]. Large doses of the plant are said to be toxic[274].,,OBSERVED:PFAF,pfaf.org database
Stipa vaseyi,Sleepy Grass,Poaceae or Gramineae,Perennial,1.5,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,"Southern N. America - Colorado to western Texas, Arizona and north-western Mexico.",,None known,,OBSERVED:PFAF,pfaf.org database
Stipa viridula,Green Needlegrass,Poaceae or Gramineae,Perennial,1.0,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,"Eastern and central N. America - Alberta and Saskatchewan to Illinois, Montana and Arizona.",,None known,,OBSERVED:PFAF,pfaf.org database
Streptopus amplexifolius,"Wild Cucumber, Claspleaf twistedstalk, Tubercle twistedstalk",Convallariaceae,Perennial,1.0,,4,8,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,4,2,1,LM,FS,M,"Europe to E. Asia and N. America - Alaska to North Carolina, Ohio, Michigan and New Mexico.",,None known,,OBSERVED:PFAF,pfaf.org database
Streptopus roseus,"Scootberry, Rosybells",Convallariaceae,Perennial,0.5,,3,7,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,4,2,0,LM,FS,M,"Eastern N. America - Newfoundland to Manitoba, south to Georgia and Michigan.",,None known,Streptopus roseus Michx. is a synonym of Streptopus lanceolatus (Aiton) Reveal,OBSERVED:PFAF,pfaf.org database
Streptopus streptopoides,Small twistedstalk,Convallariaceae,Perennial,0.3,,3,7,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,0,0,LM,FS,M,"E. Asia - China, Japan, Korea. North-western N. America.",,None known,,OBSERVED:PFAF,pfaf.org database
Suaeda californica,California Sea Blite,Chenopodiaceae,Shrub,0.6,,,,shrub,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,0,0,LMH,N,M,South-western N. America - California.,,None known,,OBSERVED:PFAF,pfaf.org database
Suaeda depressa,Pursh seepweed,Chenopodiaceae,Annual/Perennial,0.5,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,0,0,LM,N,M,Western N. America - British Columbia to California.,,None known,,OBSERVED:PFAF,pfaf.org database
Suaeda linearis,"Southern Sea Blite, Annual seepweed",Chenopodiaceae,Annual/Perennial,1.0,,,,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,0,0,LMH,N,M,N. America - Florida to Texas and north to south Maine.,,None known,,OBSERVED:PFAF,pfaf.org database
Suaeda maritima,"Sea Blite, Herbaceous seepweed,  Rich's seepweed",Chenopodiaceae,Annual,0.3,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,0,0,LM,N,M,"European coasts and saline areas inland, south from Norway to eastern Asia, E. Indies, N. America.",,None known,,OBSERVED:PFAF,pfaf.org database
Suaeda nigra,Bush Seepweed,Chenopodiaceae,Annual,1.5,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,0,0,LMH,N,M,South-western N. America - California to Texas and north to Saskatchewan .,,None known,,OBSERVED:PFAF,pfaf.org database
Suaeda occidentalis,Western Seepweed,Chenopodiaceae,Annual,,,,,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,0,0,LM,N,M,Western N. America - Washington to Colorado.,,None known,,OBSERVED:PFAF,pfaf.org database
Suaeda palmeri,,Chenopodiaceae,Annual,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,0,0,LMH,N,M,South-western N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Swietenia macrophylla,"Big Leaf Mahogany, Honduras Mahogany",Meliaceae,Tree,35.0,,10,12,canopy,climax,fibrous_shallow,mesic,no,pollinator_attractor,no,no,no,no,no,no,no,0,2,5,MH,N,M,"S. America - Brazil, Bolivia and Peru, north through Central America to Mexico.","Belize; Bolivia, Plurinational State of; Colombia; Costa Rica; Dominica; Ecuador; El Salvador; French Guiana; Guatemala; Guyana; Honduras; Mexico; Nicaragua; Panama; Peru; Venezuela, Bolivarian Republ",None known,"Swietenia macrophylla, otherwise known as Big Leaf Mahogany or Honduras Mahogany, is a slow-growing, tall, tropical tree reaching a height of about 40-60 m. Often buttressed, the trunk is covered with gray and cracked bark. The crown is large, open, and round. The bole is straight, cylindrical, butt",OBSERVED:PFAF,pfaf.org database
Swietenia mahagoni,"Mahogany, West Indies Mahogany",Meliaceae,Tree,25.0,,10,12,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,0,2,5,MH,N,M,"Southeastern N. America - Florida, to the Caribbean.",Anguilla; Antigua and Barbuda; Bahamas; Cayman Islands; Colombia; Cuba; Dominica; Dominican Republic; Grenada; Guadeloupe; Jamaica; Martinique; Montserrat; Saint Bathélemy; Saint Kitts and Nevis; Sain,None known,"Swietenia mahagoni or Mahogany is an evergreen or briefly deciduous tree commonly found in Southeastern part of North America. It grows up to 30-35 m tall with a large, round crown and short bole that can be up to 100 cm in diameter. The leaves are pinnate with four to eight leaflets each. The flowe",OBSERVED:PFAF,pfaf.org database
Symphoricarpos albus laevigatus,Snowberry,Caprifoliaceae,Shrub,3.0,,3,7,shrub,mid_successional,fibrous_shallow,mesic,no,windbreak,no,no,no,no,no,no,no,1,2,0,LMH,FSN,DM,Western N. America. Naturalized in Britain[17].,,"The fruit contains saponins. Although toxic, these substances are very poorly absorbed by the body and so tend to pass through without causing harm. They are also broken down by thorough cooking. Saponins are found in many plants, including several that are often used for food, such as certain beans",,OBSERVED:PFAF,pfaf.org database
Symphoricarpos occidentalis,"Wolfberry, Western snowberry",Caprifoliaceae,Shrub,1.8,,3,7,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,windbreak,no,no,no,no,no,no,no,1,1,0,LMH,FSN,DM,"Western N. America - Illinois, Michigan and Minnesota to British Columbia, Kansas and Colorado.",,"No report of toxicity has been seen for this species but the fruit of many if not all members of this genus contains saponins. Although toxic, these substances are very poorly absorbed by the body and so tend to pass through without causing harm. They are also destroyed by thorough cooking. Saponins",,OBSERVED:PFAF,pfaf.org database
Symphoricarpos orbiculatus,Coralberry,Caprifoliaceae,Shrub,2.0,,,,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,windbreak,no,no,no,no,no,no,no,1,1,0,LMH,FSN,DM,Eastern N. America - New Jersey and New York to Georgia and Texas.,,"No report of toxicity has been seen for this species but the fruit of many if not all members of this genus contains saponins. Although toxic, these substances are very poorly absorbed by the body and so tend to pass through without causing harm. They are also destroyed by thorough cooking. Saponins",,OBSERVED:PFAF,pfaf.org database
Symplocarpus foetidus,Skunk Cabbage,Araceae,Perennial,0.5,,4,8,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,2,3,1,LMH,SN,MWe,"Eastern N. America - Nova Scotia to Manitoba, south to Georgia.",,"The plant is poisonous[19]. This report probably refers to the presence of calcium oxylate in all parts of the plant. This substance is toxic and if consumed makes the mouth and digestive tract feel as though hundreds of needles are being stuck into it. However, calcium oxylate is easily destroyed b",,OBSERVED:PFAF,pfaf.org database
Symplocos tinctoria,"Sweet Leaf, Common sweetleaf",Symplocaceae,Shrub,8.0,,,,shrub,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,2,1,2,LMH,SN,M,"South-eastern N. America - Florida to Arkansas, north to Delaware.",,None known,,OBSERVED:PFAF,pfaf.org database
Syzygium jambos,"Jambos, Rose Apple, Plum Rose",Myrtaceae,Tree,8.0,,9,12,understory,mid_successional,fibrous_shallow,moisture_loving,no,windbreak,no,no,no,no,no,no,no,3,2,4,LMH,SN,MWe,E. Asia - Malaysia.,"Bangladesh; China; India; Indonesia; Lao People's Democratic Republic; Malaysia; Myanmar; Nepal; Thailand; Viet Nam, Africa, Andamans, Asia, Australia, Bangladesh, Brazil, Burma, Cambodia, Cameroon, C","The seeds are said to be poisonous[303 ]. An unknown amount of hydrocyanic acid has been reported in the roots, stems and leaves[303 ]. An alkaloid, jambosine, has been found in the bark of the tree and of the roots, and the roots are considered poisonous[303 ].","Originated from Southeast Asia, Syzygium jambos or Jambos is an ornamental and fruit tree up to 15 m in height. It has dark brown and smooth bark. The leaves are lanceolate, dark, and glossy green. The flowers are formed into clusters at the end of branches. Plant parts are used medicinally against ",OBSERVED:PFAF,pfaf.org database
Tabebuia rosea,"Apamate, Pink Poui, Pink Tecoma, Rosy Trumpet Tree",Bignoniaceae,Tree,20.0,,10,12,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,0,2,4,LMH,N,DM,"Northern S. America - Colombia, Ecuador, Venezuela; north to the Caribbean and through Central America to Mexico.","Belize; Colombia; Costa Rica; Ecuador; El Salvador; French Guiana; Guatemala; Guyana; Honduras; Mexico; Nicaragua; Panama; Venezuela, Bolivarian Republic of, Asia, Belize, Burma, Central America, Colo",None known,"Tabebuia rosea or commonly known as Apamate or Rosy Trumpert Tree is a large, tropical tree growing up to 30 m in height. The leaves are compound. Other common names are Pink Poui and Roble de Sabana. It is the national tree of El Salvador. It has a spreading crown and an often buttressed, straight ",OBSERVED:PFAF,pfaf.org database
Tagetes erecta,"African Marigold, Aztec marigold, Big Marigold, American Marigold",Asteraceae or Compositae,Annual,1.0,,2,11,groundcover,climax,fibrous_shallow,mesic,no,dynamic_accumulator,no,no,no,no,no,no,no,3,3,3,LMH,N,DM,Southern N. America - Mexico.,,None known,"Bloom Color: Orange, Yellow. Main Bloom Time: Early summer, Early fall, Late summer, Late spring, Mid summer. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Tagetes micrantha,Licorice marigold,Asteraceae or Compositae,Annual,0.3,,7,9,groundcover,mid_successional,fibrous_shallow,mesic,no,dynamic_accumulator,no,no,no,no,no,no,no,0,1,3,LMH,N,DM,Southern N. America - Mexico. An occasional casual in Britain[17].,,"We have no information on this species, though other members of the genus have an irritant sap that can cause dermatitis in sensitive people[238].",,OBSERVED:PFAF,pfaf.org database
